lead_id,date,channel,device
1441,2025-12-04,Facebook Ads,Desktop
2547,2025-12-04,Instagram Ads,Tablet
1030,2025-12-04,Organic,Desktop
4199,2025-12-04,Facebook Ads,Desktop
1009,2025-12-04,Organic,Mobile
3905,2025-12-04,Emailing,Mobile
2077,2025-12-04,Emailing,Desktop
285,2025-12-04,Organic,Tablet
680,2025-12-04,LinkedIn,Desktop
1484,2025-12-04,Instagram Ads,Mobile
2894,2025-12-04,Instagram Ads,Mobile
1848,2025-12-04,Google Ads,Mobile
3484,2025-12-04,LinkedIn,Mobile
782,2025-12-04,Instagram Ads,Tablet
2853,2025-12-04,Facebook Ads,Tablet
2126,2025-12-04,Instagram Ads,Mobile
2291,2025-12-05,Organic,Mobile
1076,2025-12-05,LinkedIn,Mobile
4599,2025-12-05,Organic,Tablet
3820,2025-12-05,Organic,Mobile
2101,2025-12-05,Organic,Tablet
4591,2025-12-05,Google Ads,Tablet
325,2025-12-06,Google Ads,Mobile
3800,2025-12-06,Google Ads,Mobile
1753,2025-12-06,Google Ads,Desktop
1219,2025-12-06,Organic,Tablet
3464,2025-12-06,Instagram Ads,Desktop
2808,2025-12-06,LinkedIn,Desktop
3726,2025-12-06,Organic,Desktop
1913,2025-12-06,Facebook Ads,Desktop
3473,2025-12-06,Organic,Desktop
3041,2025-12-06,Organic,Mobile
3150,2025-12-06,Emailing,Desktop
1012,2025-12-07,Google Ads,Desktop
3166,2025-12-07,Emailing,Tablet
2781,2025-12-07,Facebook Ads,Desktop
4024,2025-12-07,Facebook Ads,Desktop
4106,2025-12-07,Emailing,Mobile
1245,2025-12-07,LinkedIn,Tablet
3221,2025-12-08,LinkedIn,Tablet
3153,2025-12-08,Emailing,Mobile
2037,2025-12-08,LinkedIn,Mobile
1513,2025-12-08,LinkedIn,Tablet
2551,2025-12-08,LinkedIn,Desktop
4631,2025-12-08,Instagram Ads,Desktop
3174,2025-12-08,LinkedIn,Mobile
3468,2025-12-08,Instagram Ads,Mobile
2718,2025-12-08,Google Ads,Tablet
972,2025-12-08,Emailing,Mobile
410,2025-12-08,Facebook Ads,Tablet
739,2025-12-08,Facebook Ads,Tablet
1361,2025-12-08,Google Ads,Mobile
4700,2025-12-08,Organic,Tablet
3447,2025-12-08,Google Ads,Desktop
4132,2025-12-08,LinkedIn,Tablet
4781,2025-12-08,Facebook Ads,Tablet
3623,2025-12-08,Facebook Ads,Desktop
1027,2025-12-08,Facebook Ads,Desktop
3245,2025-12-08,LinkedIn,Mobile
628,2025-12-09,Google Ads,Tablet
1093,2025-12-09,Emailing,Mobile
3657,2025-12-09,Google Ads,Tablet
1309,2025-12-09,Google Ads,Tablet
1634,2025-12-09,LinkedIn,Tablet
4231,2025-12-09,Instagram Ads,Tablet
3462,2025-12-09,Emailing,Mobile
3855,2025-12-09,LinkedIn,Desktop
2073,2025-12-09,LinkedIn,Desktop
2105,2025-12-09,Emailing,Desktop
4012,2025-12-09,Organic,Desktop
4075,2025-12-09,Google Ads,Desktop
2697,2025-12-09,Facebook Ads,Desktop
1320,2025-12-09,LinkedIn,Desktop
1036,2025-12-09,Organic,Tablet
162,2025-12-09,Instagram Ads,Desktop
1328,2025-12-10,Organic,Mobile
2476,2025-12-10,LinkedIn,Mobile
4940,2025-12-10,Google Ads,Mobile
3136,2025-12-10,LinkedIn,Tablet
2417,2025-12-10,Emailing,Desktop
1697,2025-12-10,Facebook Ads,Mobile
2581,2025-12-10,Facebook Ads,Mobile
4073,2025-12-10,Organic,Tablet
2872,2025-12-10,LinkedIn,Tablet
2708,2025-12-10,LinkedIn,Desktop
3561,2025-12-10,Instagram Ads,Mobile
3059,2025-12-10,LinkedIn,Desktop
1664,2025-12-10,Facebook Ads,Tablet
4178,2025-12-10,LinkedIn,Desktop
1041,2025-12-10,Instagram Ads,Mobile
2386,2025-12-11,Google Ads,Tablet
1459,2025-12-11,Facebook Ads,Mobile
3583,2025-12-11,Emailing,Desktop
3704,2025-12-11,LinkedIn,Mobile
3808,2025-12-11,LinkedIn,Mobile
250,2025-12-11,Google Ads,Tablet
3135,2025-12-11,Google Ads,Mobile
2277,2025-12-11,Organic,Tablet
702,2025-12-11,Emailing,Mobile
2626,2025-12-11,Organic,Mobile
4411,2025-12-11,LinkedIn,Desktop
2209,2025-12-11,Organic,Desktop
593,2025-12-11,LinkedIn,Desktop
718,2025-12-11,Facebook Ads,Tablet
3631,2025-12-11,Organic,Desktop
3809,2025-12-12,Emailing,Tablet
2100,2025-12-12,Emailing,Desktop
3776,2025-12-12,LinkedIn,Tablet
337,2025-12-12,Instagram Ads,Tablet
2307,2025-12-12,LinkedIn,Mobile
424,2025-12-12,Organic,Tablet
588,2025-12-12,LinkedIn,Desktop
4431,2025-12-12,Facebook Ads,Tablet
2392,2025-12-12,Google Ads,Mobile
2668,2025-12-12,Emailing,Desktop
480,2025-12-12,Instagram Ads,Tablet
788,2025-12-12,LinkedIn,Tablet
487,2025-12-12,Organic,Tablet
4536,2025-12-12,LinkedIn,Desktop
2318,2025-12-12,Organic,Mobile
165,2025-12-12,Facebook Ads,Desktop
4921,2025-12-13,LinkedIn,Mobile
245,2025-12-13,Emailing,Mobile
2998,2025-12-13,Organic,Tablet
757,2025-12-13,LinkedIn,Desktop
4644,2025-12-13,Facebook Ads,Mobile
1627,2025-12-13,Google Ads,Desktop
2969,2025-12-13,Google Ads,Mobile
2962,2025-12-13,Organic,Desktop
2699,2025-12-13,Organic,Desktop
4298,2025-12-13,Organic,Tablet
1951,2025-12-14,Instagram Ads,Mobile
2776,2025-12-14,Facebook Ads,Desktop
2195,2025-12-14,LinkedIn,Desktop
1170,2025-12-14,Instagram Ads,Tablet
3708,2025-12-14,Organic,Tablet
4606,2025-12-14,Facebook Ads,Desktop
567,2025-12-14,Facebook Ads,Tablet
770,2025-12-14,Facebook Ads,Desktop
4662,2025-12-14,Facebook Ads,Mobile
1270,2025-12-14,Organic,Tablet
3601,2025-12-14,Organic,Tablet
2591,2025-12-14,Facebook Ads,Tablet
3154,2025-12-14,Facebook Ads,Mobile
3121,2025-12-14,LinkedIn,Tablet
389,2025-12-14,Emailing,Mobile
3112,2025-12-14,Organic,Mobile
4603,2025-12-15,Facebook Ads,Tablet
3864,2025-12-15,Instagram Ads,Desktop
4142,2025-12-15,LinkedIn,Tablet
797,2025-12-15,Instagram Ads,Tablet
3282,2025-12-15,Google Ads,Mobile
2534,2025-12-15,Emailing,Desktop
2934,2025-12-15,Instagram Ads,Mobile
1065,2025-12-15,Google Ads,Tablet
3099,2025-12-15,Emailing,Desktop
211,2025-12-15,Emailing,Desktop
2525,2025-12-15,Emailing,Tablet
4922,2025-12-15,Organic,Desktop
2856,2025-12-16,Facebook Ads,Tablet
1370,2025-12-16,Facebook Ads,Desktop
2309,2025-12-16,LinkedIn,Mobile
3260,2025-12-16,Facebook Ads,Desktop
5063,2025-12-16,Instagram Ads,Mobile
997,2025-12-16,Emailing,Desktop
1930,2025-12-16,LinkedIn,Mobile
3739,2025-12-16,Google Ads,Mobile
120,2025-12-16,Organic,Desktop
4884,2025-12-16,Facebook Ads,Mobile
123,2025-12-16,Google Ads,Desktop
351,2025-12-17,Emailing,Desktop
4161,2025-12-17,LinkedIn,Tablet
2404,2025-12-17,Google Ads,Tablet
4221,2025-12-17,Facebook Ads,Mobile
4229,2025-12-17,Instagram Ads,Mobile
2666,2025-12-17,Organic,Desktop
2633,2025-12-17,Google Ads,Desktop
1917,2025-12-17,LinkedIn,Mobile
2810,2025-12-17,Emailing,Mobile
2766,2025-12-17,Facebook Ads,Mobile
1017,2025-12-17,LinkedIn,Mobile
370,2025-12-17,Organic,Mobile
517,2025-12-17,Google Ads,Tablet
2463,2025-12-17,Instagram Ads,Mobile
3043,2025-12-18,Google Ads,Desktop
2741,2025-12-18,Emailing,Mobile
3161,2025-12-18,Organic,Tablet
4895,2025-12-18,Emailing,Mobile
4396,2025-12-18,Facebook Ads,Mobile
4784,2025-12-18,Facebook Ads,Desktop
1068,2025-12-18,Emailing,Desktop
1122,2025-12-18,Instagram Ads,Desktop
4894,2025-12-18,Emailing,Tablet
4998,2025-12-18,Instagram Ads,Tablet
3901,2025-12-18,Facebook Ads,Tablet
4205,2025-12-18,Instagram Ads,Desktop
4497,2025-12-18,Emailing,Desktop
1171,2025-12-18,Instagram Ads,Tablet
1904,2025-12-18,LinkedIn,Desktop
1979,2025-12-18,LinkedIn,Tablet
2329,2025-12-18,Google Ads,Mobile
4119,2025-12-18,Organic,Mobile
3634,2025-12-19,Google Ads,Desktop
3866,2025-12-19,Google Ads,Mobile
2816,2025-12-19,Facebook Ads,Desktop
3263,2025-12-19,Google Ads,Desktop
2623,2025-12-19,Facebook Ads,Mobile
2075,2025-12-19,Facebook Ads,Mobile
1289,2025-12-19,Facebook Ads,Tablet
2327,2025-12-19,LinkedIn,Mobile
2658,2025-12-19,Facebook Ads,Desktop
2330,2025-12-19,LinkedIn,Mobile
4975,2025-12-19,LinkedIn,Desktop
244,2025-12-19,Google Ads,Tablet
1752,2025-12-20,Instagram Ads,Desktop
2826,2025-12-20,Facebook Ads,Desktop
4682,2025-12-20,Instagram Ads,Mobile
2546,2025-12-20,Organic,Desktop
2284,2025-12-20,Organic,Mobile
3936,2025-12-20,Emailing,Mobile
4719,2025-12-20,Facebook Ads,Mobile
3010,2025-12-20,Instagram Ads,Tablet
1823,2025-12-20,Facebook Ads,Mobile
842,2025-12-20,Google Ads,Desktop
3649,2025-12-20,Instagram Ads,Tablet
3020,2025-12-20,LinkedIn,Mobile
3009,2025-12-21,Emailing,Tablet
1776,2025-12-21,Emailing,Mobile
2281,2025-12-21,Facebook Ads,Desktop
117,2025-12-21,Emailing,Desktop
3661,2025-12-21,Instagram Ads,Desktop
1831,2025-12-21,LinkedIn,Desktop
4280,2025-12-21,Google Ads,Desktop
2477,2025-12-21,Emailing,Tablet
137,2025-12-21,Organic,Desktop
1758,2025-12-21,Organic,Tablet
2316,2025-12-21,LinkedIn,Desktop
4067,2025-12-21,Google Ads,Tablet
4634,2025-12-21,Instagram Ads,Mobile
2011,2025-12-21,LinkedIn,Tablet
3113,2025-12-21,Instagram Ads,Tablet
4878,2025-12-22,Google Ads,Tablet
603,2025-12-22,Google Ads,Tablet
1537,2025-12-22,Emailing,Desktop
3291,2025-12-22,Emailing,Desktop
4035,2025-12-22,Emailing,Tablet
1628,2025-12-22,Google Ads,Mobile
4008,2025-12-22,LinkedIn,Desktop
2424,2025-12-22,Facebook Ads,Mobile
4321,2025-12-22,Emailing,Tablet
5004,2025-12-22,Instagram Ads,Tablet
3283,2025-12-23,LinkedIn,Tablet
147,2025-12-23,Emailing,Tablet
2504,2025-12-23,Google Ads,Tablet
4732,2025-12-23,Facebook Ads,Mobile
4694,2025-12-23,Emailing,Mobile
4929,2025-12-23,Facebook Ads,Desktop
862,2025-12-23,Google Ads,Mobile
1803,2025-12-23,LinkedIn,Mobile
3098,2025-12-23,Facebook Ads,Tablet
2798,2025-12-23,Facebook Ads,Mobile
185,2025-12-23,Instagram Ads,Tablet
1631,2025-12-23,Emailing,Desktop
3816,2025-12-23,Organic,Mobile
1363,2025-12-23,Facebook Ads,Mobile
4676,2025-12-24,Emailing,Desktop
3671,2025-12-24,Google Ads,Mobile
3853,2025-12-24,Emailing,Desktop
2529,2025-12-24,Emailing,Mobile
2244,2025-12-24,Emailing,Tablet
3173,2025-12-24,Instagram Ads,Mobile
4742,2025-12-24,Emailing,Mobile
203,2025-12-24,Google Ads,Tablet
3449,2025-12-24,Instagram Ads,Mobile
4965,2025-12-24,Organic,Tablet
3517,2025-12-24,Instagram Ads,Mobile
2720,2025-12-24,Facebook Ads,Mobile
4269,2025-12-24,Emailing,Mobile
4525,2025-12-25,Emailing,Mobile
2715,2025-12-25,Emailing,Mobile
4284,2025-12-25,Facebook Ads,Tablet
4716,2025-12-25,Emailing,Tablet
4991,2025-12-25,LinkedIn,Mobile
3803,2025-12-25,Facebook Ads,Mobile
4336,2025-12-25,Instagram Ads,Desktop
1876,2025-12-25,Emailing,Tablet
2359,2025-12-25,Instagram Ads,Mobile
2770,2025-12-25,Instagram Ads,Desktop
2704,2025-12-25,Organic,Mobile
2206,2025-12-25,Google Ads,Mobile
1140,2025-12-25,Emailing,Desktop
1521,2025-12-25,Google Ads,Mobile
354,2025-12-25,LinkedIn,Tablet
4896,2025-12-26,LinkedIn,Desktop
505,2025-12-26,Instagram Ads,Mobile
511,2025-12-26,Instagram Ads,Tablet
223,2025-12-26,LinkedIn,Desktop
1143,2025-12-26,Emailing,Desktop
1129,2025-12-26,Organic,Tablet
2485,2025-12-26,Emailing,Desktop
476,2025-12-26,Organic,Mobile
3491,2025-12-27,LinkedIn,Tablet
236,2025-12-27,Facebook Ads,Tablet
2925,2025-12-27,Google Ads,Mobile
742,2025-12-27,Instagram Ads,Tablet
408,2025-12-27,Emailing,Tablet
3404,2025-12-27,LinkedIn,Desktop
2673,2025-12-27,Instagram Ads,Mobile
267,2025-12-27,Emailing,Tablet
4816,2025-12-27,Facebook Ads,Mobile
807,2025-12-27,Organic,Desktop
317,2025-12-28,Facebook Ads,Mobile
186,2025-12-28,Google Ads,Tablet
4010,2025-12-28,Emailing,Tablet
160,2025-12-28,LinkedIn,Mobile
791,2025-12-28,Google Ads,Desktop
1304,2025-12-28,Instagram Ads,Mobile
1585,2025-12-28,LinkedIn,Desktop
2270,2025-12-28,Google Ads,Mobile
1866,2025-12-28,Instagram Ads,Mobile
1486,2025-12-28,Emailing,Tablet
3467,2025-12-28,LinkedIn,Tablet
3494,2025-12-28,Organic,Mobile
4171,2025-12-28,Emailing,Desktop
1702,2025-12-28,LinkedIn,Mobile
4238,2025-12-28,Emailing,Desktop
3021,2025-12-28,LinkedIn,Desktop
1714,2025-12-28,Emailing,Mobile
1575,2025-12-29,Instagram Ads,Tablet
684,2025-12-29,Facebook Ads,Desktop
2009,2025-12-29,Emailing,Desktop
5098,2025-12-29,LinkedIn,Mobile
3633,2025-12-29,Emailing,Mobile
2049,2025-12-29,Facebook Ads,Desktop
744,2025-12-29,Emailing,Desktop
3882,2025-12-29,Emailing,Tablet
3504,2025-12-29,Emailing,Desktop
518,2025-12-29,Facebook Ads,Desktop
3686,2025-12-29,LinkedIn,Mobile
3924,2025-12-29,LinkedIn,Tablet
4279,2025-12-29,Emailing,Tablet
5017,2025-12-29,Facebook Ads,Tablet
3294,2025-12-29,Instagram Ads,Desktop
1385,2025-12-29,Instagram Ads,Desktop
2388,2025-12-30,Instagram Ads,Desktop
2170,2025-12-30,Emailing,Desktop
4737,2025-12-30,Emailing,Mobile
4890,2025-12-30,Emailing,Tablet
4340,2025-12-30,Emailing,Desktop
183,2025-12-30,Google Ads,Desktop
4147,2025-12-30,Google Ads,Tablet
923,2025-12-31,Google Ads,Desktop
4727,2025-12-31,Emailing,Mobile
4549,2025-12-31,Facebook Ads,Desktop
3379,2025-12-31,Google Ads,Tablet
3124,2025-12-31,LinkedIn,Desktop
3116,2025-12-31,Facebook Ads,Mobile
2042,2025-12-31,Emailing,Tablet
2991,2025-12-31,Organic,Desktop
2981,2025-12-31,Emailing,Tablet
1715,2025-12-31,LinkedIn,Mobile
1081,2025-12-31,Facebook Ads,Mobile
4195,2025-12-31,Google Ads,Tablet
4097,2026-01-01,Instagram Ads,Tablet
2069,2026-01-01,Organic,Mobile
4964,2026-01-01,LinkedIn,Mobile
854,2026-01-01,Google Ads,Mobile
1426,2026-01-01,Google Ads,Mobile
1263,2026-01-01,Organic,Tablet
4519,2026-01-01,Google Ads,Mobile
920,2026-01-01,Google Ads,Desktop
3611,2026-01-01,Facebook Ads,Desktop
3063,2026-01-01,Emailing,Tablet
803,2026-01-01,Emailing,Tablet
2251,2026-01-01,Emailing,Mobile
382,2026-01-02,Facebook Ads,Mobile
1409,2026-01-02,LinkedIn,Desktop
234,2026-01-02,Instagram Ads,Mobile
4353,2026-01-02,LinkedIn,Desktop
1495,2026-01-02,Facebook Ads,Tablet
4378,2026-01-02,LinkedIn,Mobile
4089,2026-01-02,Google Ads,Mobile
2785,2026-01-02,Emailing,Mobile
4875,2026-01-02,LinkedIn,Desktop
295,2026-01-02,Organic,Desktop
3355,2026-01-02,Facebook Ads,Mobile
1938,2026-01-02,Google Ads,Mobile
5020,2026-01-02,Google Ads,Desktop
4711,2026-01-02,Google Ads,Mobile
2400,2026-01-02,Emailing,Desktop
4216,2026-01-03,Instagram Ads,Desktop
5093,2026-01-03,LinkedIn,Tablet
3858,2026-01-03,Emailing,Desktop
495,2026-01-03,Google Ads,Tablet
2538,2026-01-03,Organic,Tablet
3541,2026-01-03,Emailing,Mobile
2501,2026-01-03,Instagram Ads,Tablet
1008,2026-01-03,Facebook Ads,Tablet
1282,2026-01-03,LinkedIn,Desktop
2550,2026-01-03,Organic,Tablet
3817,2026-01-03,LinkedIn,Desktop
4851,2026-01-03,LinkedIn,Mobile
281,2026-01-03,Organic,Desktop
4192,2026-01-03,Organic,Mobile
5041,2026-01-03,LinkedIn,Desktop
3757,2026-01-03,Instagram Ads,Desktop
5032,2026-01-03,Facebook Ads,Mobile
1137,2026-01-03,Instagram Ads,Tablet
1604,2026-01-03,Google Ads,Desktop
869,2026-01-03,Facebook Ads,Desktop
3821,2026-01-04,Organic,Desktop
3795,2026-01-04,LinkedIn,Desktop
4793,2026-01-04,Instagram Ads,Desktop
4821,2026-01-04,Google Ads,Tablet
4987,2026-01-04,Google Ads,Tablet
4241,2026-01-04,Google Ads,Desktop
4954,2026-01-04,Organic,Tablet
3873,2026-01-04,Google Ads,Desktop
3644,2026-01-04,LinkedIn,Mobile
2854,2026-01-04,Facebook Ads,Tablet
2469,2026-01-04,Organic,Tablet
1781,2026-01-05,Organic,Desktop
1293,2026-01-05,Facebook Ads,Mobile
3908,2026-01-05,LinkedIn,Desktop
4018,2026-01-05,Facebook Ads,Desktop
884,2026-01-05,Emailing,Mobile
2117,2026-01-05,Instagram Ads,Desktop
3148,2026-01-05,LinkedIn,Mobile
1242,2026-01-05,Google Ads,Desktop
2258,2026-01-05,Google Ads,Mobile
1732,2026-01-05,Organic,Mobile
2554,2026-01-05,Facebook Ads,Tablet
2410,2026-01-05,Organic,Tablet
4870,2026-01-05,Emailing,Desktop
3062,2026-01-05,Organic,Tablet
694,2026-01-05,Organic,Tablet
2496,2026-01-05,LinkedIn,Desktop
928,2026-01-05,LinkedIn,Tablet
4389,2026-01-05,Google Ads,Tablet
1447,2026-01-05,Organic,Desktop
927,2026-01-05,Google Ads,Desktop
2813,2026-01-06,Organic,Mobile
670,2026-01-06,Google Ads,Desktop
2136,2026-01-06,LinkedIn,Mobile
4537,2026-01-06,Google Ads,Tablet
3406,2026-01-06,Emailing,Desktop
1388,2026-01-06,LinkedIn,Tablet
296,2026-01-06,Organic,Tablet
2651,2026-01-06,Facebook Ads,Desktop
815,2026-01-06,Emailing,Tablet
1905,2026-01-06,Facebook Ads,Desktop
1200,2026-01-06,Instagram Ads,Mobile
4838,2026-01-06,Google Ads,Desktop
665,2026-01-06,Google Ads,Desktop
3734,2026-01-07,Facebook Ads,Desktop
1661,2026-01-07,Organic,Desktop
3114,2026-01-07,Facebook Ads,Mobile
3921,2026-01-07,Google Ads,Tablet
2970,2026-01-07,LinkedIn,Tablet
1903,2026-01-07,Organic,Tablet
1623,2026-01-07,LinkedIn,Tablet
2263,2026-01-07,Organic,Mobile
5036,2026-01-07,Google Ads,Mobile
596,2026-01-07,Organic,Mobile
4943,2026-01-07,Emailing,Mobile
1156,2026-01-07,Facebook Ads,Desktop
529,2026-01-07,LinkedIn,Tablet
4446,2026-01-07,Instagram Ads,Tablet
4588,2026-01-08,LinkedIn,Tablet
1169,2026-01-08,Emailing,Desktop
4574,2026-01-08,LinkedIn,Tablet
1066,2026-01-08,Emailing,Mobile
3288,2026-01-08,Google Ads,Tablet
761,2026-01-08,Organic,Mobile
1704,2026-01-08,Google Ads,Desktop
1999,2026-01-08,Google Ads,Tablet
2444,2026-01-08,Facebook Ads,Desktop
4967,2026-01-08,Organic,Mobile
3587,2026-01-08,Facebook Ads,Desktop
4359,2026-01-08,Organic,Mobile
3638,2026-01-08,Emailing,Tablet
2024,2026-01-08,Facebook Ads,Mobile
431,2026-01-08,Facebook Ads,Tablet
3295,2026-01-08,Google Ads,Desktop
3328,2026-01-08,Instagram Ads,Mobile
3966,2026-01-08,Organic,Desktop
3957,2026-01-08,Instagram Ads,Desktop
646,2026-01-09,LinkedIn,Desktop
4333,2026-01-09,Instagram Ads,Mobile
835,2026-01-09,Instagram Ads,Mobile
4578,2026-01-09,Emailing,Mobile
4504,2026-01-09,LinkedIn,Tablet
4254,2026-01-09,Facebook Ads,Mobile
2624,2026-01-09,Facebook Ads,Mobile
3287,2026-01-09,Instagram Ads,Mobile
4792,2026-01-09,Organic,Mobile
2950,2026-01-09,LinkedIn,Mobile
5057,2026-01-09,Instagram Ads,Tablet
2679,2026-01-09,Organic,Desktop
2946,2026-01-09,Organic,Tablet
164,2026-01-09,Facebook Ads,Mobile
2920,2026-01-09,Instagram Ads,Tablet
179,2026-01-09,Facebook Ads,Desktop
2248,2026-01-09,Organic,Desktop
394,2026-01-10,LinkedIn,Mobile
3683,2026-01-10,Google Ads,Desktop
4107,2026-01-10,Emailing,Desktop
3514,2026-01-10,Google Ads,Desktop
3917,2026-01-10,Facebook Ads,Tablet
4130,2026-01-10,Google Ads,Mobile
369,2026-01-10,Google Ads,Mobile
1479,2026-01-10,Emailing,Tablet
1095,2026-01-10,Facebook Ads,Mobile
2746,2026-01-10,Organic,Desktop
2717,2026-01-10,Facebook Ads,Desktop
1754,2026-01-10,Google Ads,Tablet
2068,2026-01-11,Emailing,Desktop
3922,2026-01-11,Facebook Ads,Desktop
2382,2026-01-11,Google Ads,Tablet
708,2026-01-11,Facebook Ads,Desktop
239,2026-01-11,LinkedIn,Tablet
758,2026-01-11,Organic,Mobile
4771,2026-01-11,Organic,Tablet
4979,2026-01-11,Instagram Ads,Mobile
2448,2026-01-11,Google Ads,Tablet
5044,2026-01-11,LinkedIn,Mobile
938,2026-01-11,Facebook Ads,Tablet
1586,2026-01-12,LinkedIn,Desktop
2841,2026-01-12,Emailing,Mobile
4327,2026-01-12,Facebook Ads,Tablet
2507,2026-01-12,Emailing,Mobile
124,2026-01-12,Google Ads,Desktop
3481,2026-01-13,Google Ads,Mobile
1795,2026-01-13,Organic,Tablet
4791,2026-01-13,Organic,Tablet
2008,2026-01-13,Google Ads,Desktop
3049,2026-01-13,Instagram Ads,Desktop
3409,2026-01-13,Emailing,Mobile
261,2026-01-13,Google Ads,Mobile
3715,2026-01-13,Emailing,Mobile
2777,2026-01-13,Google Ads,Tablet
2014,2026-01-13,Organic,Tablet
726,2026-01-13,Emailing,Mobile
2438,2026-01-13,LinkedIn,Mobile
3246,2026-01-13,Google Ads,Tablet
2753,2026-01-13,LinkedIn,Tablet
2752,2026-01-13,Emailing,Mobile
1336,2026-01-13,LinkedIn,Desktop
1839,2026-01-13,Organic,Mobile
324,2026-01-13,Google Ads,Desktop
3825,2026-01-14,Organic,Desktop
493,2026-01-14,Emailing,Tablet
2814,2026-01-14,LinkedIn,Mobile
2940,2026-01-14,Instagram Ads,Tablet
3676,2026-01-14,LinkedIn,Mobile
3699,2026-01-14,Facebook Ads,Mobile
3025,2026-01-14,Facebook Ads,Mobile
3241,2026-01-14,Google Ads,Mobile
544,2026-01-14,Organic,Mobile
3407,2026-01-14,Facebook Ads,Desktop
2487,2026-01-14,Google Ads,Desktop
723,2026-01-14,Google Ads,Tablet
1448,2026-01-14,Facebook Ads,Mobile
5018,2026-01-14,Instagram Ads,Tablet
4704,2026-01-14,Organic,Mobile
344,2026-01-14,Facebook Ads,Mobile
1941,2026-01-14,Instagram Ads,Desktop
449,2026-01-15,Organic,Tablet
3713,2026-01-15,LinkedIn,Tablet
3963,2026-01-15,LinkedIn,Desktop
1229,2026-01-15,Facebook Ads,Tablet
3554,2026-01-15,Emailing,Tablet
1592,2026-01-15,Google Ads,Mobile
4077,2026-01-15,LinkedIn,Tablet
2491,2026-01-15,Google Ads,Desktop
3126,2026-01-15,Google Ads,Desktop
971,2026-01-15,Emailing,Mobile
543,2026-01-15,Emailing,Desktop
4839,2026-01-15,LinkedIn,Tablet
566,2026-01-15,Emailing,Desktop
2590,2026-01-15,LinkedIn,Tablet
101,2026-01-15,LinkedIn,Tablet
740,2026-01-16,Facebook Ads,Mobile
4710,2026-01-16,LinkedIn,Desktop
840,2026-01-16,Google Ads,Tablet
2725,2026-01-16,Instagram Ads,Desktop
4351,2026-01-16,Emailing,Mobile
4937,2026-01-16,Facebook Ads,Tablet
4923,2026-01-16,LinkedIn,Desktop
4886,2026-01-16,Instagram Ads,Mobile
549,2026-01-16,LinkedIn,Tablet
3399,2026-01-16,Emailing,Mobile
1869,2026-01-16,Emailing,Desktop
383,2026-01-16,Organic,Mobile
617,2026-01-16,Facebook Ads,Tablet
4264,2026-01-17,Google Ads,Mobile
2300,2026-01-17,Facebook Ads,Tablet
2190,2026-01-17,Facebook Ads,Mobile
2784,2026-01-17,Google Ads,Mobile
3778,2026-01-17,Google Ads,Tablet
1599,2026-01-17,Emailing,Mobile
1771,2026-01-17,Organic,Mobile
4002,2026-01-17,Emailing,Desktop
1010,2026-01-17,Instagram Ads,Tablet
1605,2026-01-17,Facebook Ads,Tablet
3071,2026-01-17,Organic,Desktop
4477,2026-01-18,Emailing,Desktop
4952,2026-01-18,Facebook Ads,Mobile
622,2026-01-18,LinkedIn,Desktop
3931,2026-01-18,Facebook Ads,Desktop
4439,2026-01-18,Instagram Ads,Mobile
4509,2026-01-18,Emailing,Desktop
1056,2026-01-18,Organic,Desktop
1920,2026-01-18,Google Ads,Mobile
3458,2026-01-18,Emailing,Desktop
4435,2026-01-18,Instagram Ads,Tablet
4971,2026-01-18,Google Ads,Tablet
4755,2026-01-18,Organic,Mobile
3934,2026-01-19,Emailing,Desktop
2436,2026-01-19,Emailing,Desktop
2372,2026-01-19,Organic,Desktop
2517,2026-01-19,LinkedIn,Desktop
2064,2026-01-19,Organic,Tablet
3075,2026-01-19,Instagram Ads,Desktop
352,2026-01-19,LinkedIn,Mobile
466,2026-01-19,Google Ads,Tablet
2537,2026-01-19,LinkedIn,Tablet
3618,2026-01-19,LinkedIn,Mobile
1177,2026-01-19,Emailing,Mobile
847,2026-01-19,Google Ads,Tablet
461,2026-01-20,Facebook Ads,Tablet
2520,2026-01-20,Instagram Ads,Mobile
278,2026-01-20,LinkedIn,Desktop
2594,2026-01-20,Facebook Ads,Desktop
2730,2026-01-20,Emailing,Tablet
2851,2026-01-20,Organic,Tablet
4472,2026-01-20,Emailing,Tablet
3387,2026-01-20,Emailing,Tablet
4266,2026-01-20,Instagram Ads,Desktop
1589,2026-01-20,Emailing,Tablet
161,2026-01-20,Facebook Ads,Mobile
4364,2026-01-20,LinkedIn,Desktop
4995,2026-01-20,LinkedIn,Desktop
3788,2026-01-20,Instagram Ads,Desktop
1064,2026-01-21,Organic,Mobile
507,2026-01-21,LinkedIn,Mobile
3335,2026-01-21,Google Ads,Mobile
2536,2026-01-21,Facebook Ads,Desktop
3393,2026-01-21,Google Ads,Tablet
1682,2026-01-21,Instagram Ads,Tablet
3536,2026-01-21,Emailing,Mobile
1482,2026-01-21,LinkedIn,Desktop
4380,2026-01-21,Organic,Desktop
2019,2026-01-21,Google Ads,Tablet
3780,2026-01-22,Google Ads,Mobile
328,2026-01-22,Instagram Ads,Tablet
4687,2026-01-22,Emailing,Tablet
4786,2026-01-22,Facebook Ads,Mobile
1870,2026-01-22,LinkedIn,Tablet
4062,2026-01-22,Instagram Ads,Tablet
4849,2026-01-22,Emailing,Tablet
2941,2026-01-22,LinkedIn,Desktop
